what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86_64",1402148528458
ws,sysinfo,,,"win32",1402148528458
locale,sysinfo,,,"en_US",1402148528458
processors,sysinfo,,,"4",1402148528458
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1402148528458
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1402148528458
java.specification.name,sysinfo,,,"Java Platform API Specification",1402148528458
java.specification.vendor,sysinfo,,,"Oracle Corporation",1402148528458
java.specification.version,sysinfo,,,"1.7",1402148528458
java.vendor,sysinfo,,,"Oracle Corporation",1402148528458
java.version,sysinfo,,,"1.7.0_02",1402148528458
java.vm.info,sysinfo,,,"mixed mode",1402148528458
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1402148528458
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1402148528458
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1402148528458
java.vm.specification.version,sysinfo,,,"1.7",1402148528458
java.vm.vendor,sysinfo,,,"Oracle Corporation",1402148528458
java.vm.version,sysinfo,,,"22.0-b10",1402148528458
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1402148549175
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1402148549221
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1402148549424
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1402148551421
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1402148551437
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1402148556304
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1402148556397
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1402148556756
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1402148556990
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1402148561421
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1402148561701
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1402148561764
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1402148561935
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1402148562185
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1402148563183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148571904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148573292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1402148590218
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1402148604960
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1402148605116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148605397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148606567
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1402148611294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148611824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148613057
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1402148614726
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1402148626753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148626894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148628017
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1402148629140
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1402148649686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1402148649982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1402148652478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1402148656643
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1402148663523
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1402148663585
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1402148663616
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1402148663632
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1402148675160
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1402148675332
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1402148675550
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1402148675784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148696267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402148697515
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1402148764892
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.eof",1402148785437
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.eof",1402148785874
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1402148786389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1402148786810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1402148787169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1402148787824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1402148788183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1402148788573
