what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150348029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150349433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1402150501861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150514591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150516120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150653197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150654570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150656348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150661075
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1402150661184
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1402150661527
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1402150661917
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1402150661933
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1402150661949
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1402150662027
